id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7709420,2010-03-01 11:11:00,383,1092,71.61,Online Transaction,73186,ONLINE,,,4814,Insufficient Balance
7709431,2010-03-01 11:12:00,1640,5171,122.32,Online Transaction,83491,ONLINE,,,5045,Bad Card Number
7709550,2010-03-01 11:37:00,291,3221,16.79,Swipe Transaction,50783,Dalton,GA,30721.0,5411,Insufficient Balance
7709605,2010-03-01 11:47:00,1558,3750,53.38,Online Transaction,39021,ONLINE,,,4784,Bad CVV
7709672,2010-03-01 12:00:00,1362,0,149.69,Swipe Transaction,67570,Fairfax,VA,22030.0,5311,Insufficient Balance
7709689,2010-03-01 12:04:00,1963,3364,22.45,Online Transaction,18563,ONLINE,,,4121,Bad Card Number
7709860,2010-03-01 12:42:00,1519,4210,57.91,Swipe Transaction,83743,Roundup,MT,59072.0,7538,Insufficient Balance
7709922,2010-03-01 12:53:00,1719,2058,8.34,Swipe Transaction,75936,Miami,FL,33179.0,5814,Insufficient Balance
7709975,2010-03-01 13:04:00,328,1263,73.96,Online Transaction,17976,ONLINE,,,4900,Bad Card Number
7710008,2010-03-01 13:09:00,128,5048,67.87,Swipe Transaction,10675,Houston,TX,77061.0,7230,Insufficient Balance
7710116,2010-03-01 13:30:00,773,2570,64.11,Swipe Transaction,36934,Rainsville,AL,35986.0,7538,Insufficient Balance
7710130,2010-03-01 13:31:00,1317,5790,40.95,Swipe Transaction,60569,Hampton,NJ,8827.0,5300,Bad PIN
7710210,2010-03-01 13:49:00,1217,4086,27.66,Swipe Transaction,42272,Phoenix,AZ,85032.0,5300,Technical Glitch
7710252,2010-03-01 13:57:00,615,5479,-56.0,Swipe Transaction,59935,Alvin,TX,77511.0,5499,Insufficient Balance
7710321,2010-03-01 14:14:00,430,150,100.31,Swipe Transaction,50783,Crown Point,IN,46307.0,5411,Insufficient Balance
7710351,2010-03-01 14:20:00,280,2959,120.0,Swipe Transaction,27092,Richmond,CA,94804.0,4829,Bad PIN
7710378,2010-03-01 14:27:00,976,4501,2.34,Swipe Transaction,14528,Norwalk,CT,6854.0,5499,Technical Glitch
7710385,2010-03-01 14:29:00,403,4580,196.15,Online Transaction,9932,ONLINE,,,5311,Bad Expiration
7710405,2010-03-01 14:33:00,114,3398,66.0,Swipe Transaction,59935,North Hollywood,CA,91606.0,5499,Technical Glitch
7710539,2010-03-01 15:05:00,852,4187,36.18,Swipe Transaction,67570,Gainesville,FL,32653.0,5311,Insufficient Balance
7710734,2010-03-01 15:52:00,1880,3757,43.23,Swipe Transaction,67570,Milwaukee,WI,53210.0,5311,Insufficient Balance
7710741,2010-03-01 15:55:00,472,3826,120.0,Swipe Transaction,27092,Round Lake,IL,60073.0,4829,Insufficient Balance
7710750,2010-03-01 15:56:00,931,5847,0.44,Swipe Transaction,14528,Memphis,TN,38118.0,5499,Technical Glitch
7710865,2010-03-01 16:22:00,1263,2002,40.71,Swipe Transaction,59935,Marietta,GA,30008.0,5499,Bad PIN
7710987,2010-03-01 16:50:00,1503,5350,100.0,Swipe Transaction,27092,Montgomery,AL,36117.0,4829,Insufficient Balance
7711064,2010-03-01 17:15:00,1018,3022,59.96,Swipe Transaction,10156,Palm Coast,FL,32137.0,5812,Technical Glitch
7711333,2010-03-01 19:13:00,1945,3381,30.12,Swipe Transaction,11468,Ash Flat,AR,72513.0,5970,Bad PIN
7711374,2010-03-01 19:33:00,1915,2113,107.43,Swipe Transaction,26810,Monroe,NY,10950.0,5541,Insufficient Balance
7711460,2010-03-01 20:11:00,98,4237,44.92,Online Transaction,96246,ONLINE,,,4784,Bad Expiration
7711473,2010-03-01 20:15:00,1130,2446,101.29,Swipe Transaction,22204,Federal Way,WA,98003.0,5541,Insufficient Balance
7711528,2010-03-01 20:41:00,241,4506,55.13,Swipe Transaction,98648,Rockingham,NC,28379.0,5814,Insufficient Balance
7711559,2010-03-01 20:55:00,1234,22,20.86,Online Transaction,18563,ONLINE,,,4121,Bad CVV
7711590,2010-03-01 21:10:00,1245,5347,30.77,Swipe Transaction,11468,Virginia Beach,VA,23454.0,5970,Bad PIN
7711605,2010-03-01 21:17:00,250,2914,78.0,Swipe Transaction,49789,Lebanon,OR,97355.0,5541,Insufficient Balance
7711631,2010-03-01 21:32:00,1027,3671,49.2,Swipe Transaction,23242,Olathe,KS,66062.0,5411,Bad PIN
7711703,2010-03-01 22:11:00,62,3262,52.23,Swipe Transaction,6985,Trinidad,CA,95570.0,7230,Insufficient Balance
7711843,2010-03-01 23:45:00,81,4668,73.15,Online Transaction,9932,ONLINE,,,5311,Bad CVV
7712046,2010-03-02 05:24:00,1107,8,75.82,Swipe Transaction,75490,Candor,NY,13743.0,4900,Insufficient Balance
7712102,2010-03-02 06:04:00,1405,5420,82.27,Swipe Transaction,11468,Strasburg,ND,58573.0,5970,Insufficient Balance
7712155,2010-03-02 06:18:00,81,2897,2.87,Swipe Transaction,620,Seguin,TX,78155.0,5411,Bad PIN
7712307,2010-03-02 06:53:00,1256,236,16.79,Online Transaction,39021,ONLINE,,,4784,Bad CVV
7712546,2010-03-02 07:46:00,319,248,66.36,Online Transaction,9932,ONLINE,,,5311,Bad Expiration
7712676,2010-03-02 08:16:00,1561,3386,6.6,Swipe Transaction,26810,Fort Mill,SC,29715.0,5541,Technical Glitch
7712691,2010-03-02 08:20:00,376,118,121.65,Swipe Transaction,19109,Vincentown,NJ,8088.0,8021,Insufficient Balance
7712732,2010-03-02 08:28:00,65,5108,40.0,Swipe Transaction,27092,Columbia,SC,29205.0,4829,Technical Glitch
7712958,2010-03-02 09:10:00,1288,1013,107.35,Swipe Transaction,8948,Spotsylvania,VA,22553.0,4111,Insufficient Balance
7713010,2010-03-02 09:22:00,176,972,4.4,Swipe Transaction,59935,Atlanta,GA,30318.0,5499,Insufficient Balance
7713124,2010-03-02 09:46:00,1253,2248,85.76,Swipe Transaction,13646,Colchester,CT,6415.0,7538,Insufficient Balance
7713264,2010-03-02 10:14:00,1817,2530,100.0,Swipe Transaction,27092,Texas City,TX,77590.0,4829,Insufficient Balance
7713393,2010-03-02 10:42:00,1196,4542,63.8,Swipe Transaction,22204,Kingman,AZ,86401.0,5541,Insufficient Balance
7713420,2010-03-02 10:48:00,1495,4941,17.7,Swipe Transaction,85268,Indianapolis,IN,46256.0,5411,Bad PIN
7713436,2010-03-02 10:51:00,1189,2067,7.58,Swipe Transaction,15644,Albany,NY,12206.0,5912,Technical Glitch
7713478,2010-03-02 11:00:00,1956,2451,28.87,Swipe Transaction,50783,Anaheim,CA,92804.0,5411,Bad PIN
7713479,2010-03-02 11:01:00,154,159,80.0,Swipe Transaction,27092,Newton Grove,NC,28366.0,4829,Bad PIN
7713508,2010-03-02 11:07:00,1435,4294,47.37,Online Transaction,39021,ONLINE,,,4784,"Bad CVV,Technical Glitch"
7713523,2010-03-02 11:09:00,458,5933,191.4,Swipe Transaction,56431,Phoenix,AZ,85023.0,5541,Insufficient Balance
7713617,2010-03-02 11:25:00,1352,59,63.0,Swipe Transaction,59935,Traverse City,MI,49684.0,5499,Bad PIN
7713784,2010-03-02 11:59:00,1725,4999,75.38,Swipe Transaction,20561,Henrico,VA,23228.0,5912,Technical Glitch
7713907,2010-03-02 12:24:00,1241,3724,90.27,Swipe Transaction,34702,Saint Marys,OH,45885.0,5310,Insufficient Balance
7714704,2010-03-02 15:09:00,514,1123,79.97,Swipe Transaction,32858,Miami,FL,33125.0,5311,Insufficient Balance
7714819,2010-03-02 15:37:00,1807,165,2.2,Swipe Transaction,14528,Bronx,NY,10463.0,5499,Bad PIN
7714823,2010-03-02 15:38:00,1026,2870,19.87,Swipe Transaction,81833,Clovis,CA,93619.0,5912,Insufficient Balance
7714829,2010-03-02 15:39:00,1512,976,102.08,Swipe Transaction,33311,Indianapolis,IN,46236.0,8011,Insufficient Balance
7714848,2010-03-02 15:44:00,738,2270,150.71,Swipe Transaction,75781,Philadelphia,PA,19143.0,5411,Insufficient Balance
7714871,2010-03-02 15:48:00,1444,2882,33.17,Online Transaction,18563,ONLINE,,,4121,Bad CVV
7714943,2010-03-02 16:01:00,464,3233,120.0,Swipe Transaction,27092,Orlando,FL,32807.0,4829,Insufficient Balance
7714963,2010-03-02 16:07:00,1169,5763,38.26,Online Transaction,16798,ONLINE,,,4121,Insufficient Balance
7715068,2010-03-02 16:30:00,502,2018,52.87,Swipe Transaction,66846,Ford City,PA,16226.0,5310,Insufficient Balance
7715202,2010-03-02 16:56:00,1417,3397,12.83,Swipe Transaction,75781,Lake Orion,MI,48360.0,5411,Bad PIN
7715340,2010-03-02 17:53:00,1475,1177,59.65,Swipe Transaction,23481,Ewa Beach,HI,96706.0,5812,Bad PIN
7715398,2010-03-02 18:27:00,1558,4747,68.34,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
7715499,2010-03-02 19:06:00,1018,5970,61.92,Swipe Transaction,69956,The Villages,FL,32162.0,5310,Insufficient Balance
7715578,2010-03-02 19:38:00,1885,2435,80.0,Swipe Transaction,27092,Atlanta,GA,31139.0,4829,Insufficient Balance
7715648,2010-03-02 20:10:00,1130,2446,149.87,Swipe Transaction,58332,Federal Way,WA,98003.0,5300,Technical Glitch
7715767,2010-03-02 21:17:00,90,1233,17.39,Swipe Transaction,84080,Cocoa,FL,32926.0,5921,Insufficient Balance
7715930,2010-03-02 22:38:00,704,2945,17.75,Online Transaction,18563,ONLINE,,,4121,Bad Card Number
7716125,2010-03-03 02:44:00,601,3681,125.11,Swipe Transaction,59474,Chicago,IL,60659.0,3722,Technical Glitch
7716152,2010-03-03 03:24:00,1746,3687,203.94,Online Transaction,13348,ONLINE,,,4722,Bad Expiration
7716157,2010-03-03 03:31:00,1209,3693,3.9,Swipe Transaction,20519,Monroe,NY,10950.0,5942,Bad PIN
7716362,2010-03-03 06:24:00,825,42,119.91,Swipe Transaction,81833,La Verne,CA,91750.0,5912,Insufficient Balance
7716370,2010-03-03 06:27:00,140,152,92.41,Swipe Transaction,31253,Whites Creek,TN,37189.0,7230,Insufficient Balance
7716427,2010-03-03 06:40:00,1326,5427,3.25,Swipe Transaction,22204,Somerset,NJ,8873.0,5541,Technical Glitch
7716533,2010-03-03 07:04:00,473,5099,51.58,Swipe Transaction,60569,Rochester,MI,48306.0,5300,Insufficient Balance
7716575,2010-03-03 07:10:00,1763,4486,90.99,Swipe Transaction,7710,Minneapolis,MN,55429.0,4900,Insufficient Balance
7716646,2010-03-03 07:26:00,488,5413,35.96,Swipe Transaction,24823,Mathis,TX,78368.0,7538,Technical Glitch
7716760,2010-03-03 07:49:00,373,2817,28.04,Swipe Transaction,50783,Hamilton,IN,46742.0,5411,Insufficient Balance
7716967,2010-03-03 08:35:00,566,5577,88.94,Swipe Transaction,22724,Holly,MI,48442.0,5300,Insufficient Balance
7717026,2010-03-03 08:47:00,1451,3226,99.11,Swipe Transaction,16283,Revere,MA,2151.0,5411,Insufficient Balance
7717232,2010-03-03 09:34:00,142,5140,63.1,Swipe Transaction,48095,Austin,TX,78717.0,5621,Insufficient Balance
7717607,2010-03-03 10:53:00,538,5441,56.1,Swipe Transaction,26810,Winterville,NC,28590.0,5541,Insufficient Balance
7717630,2010-03-03 10:58:00,538,5441,56.1,Swipe Transaction,26810,Winterville,NC,28590.0,5541,Insufficient Balance
7717756,2010-03-03 11:23:00,154,5393,100.0,Swipe Transaction,27092,Newton Grove,NC,28366.0,4829,Insufficient Balance
7717825,2010-03-03 11:35:00,750,3250,136.69,Online Transaction,17976,ONLINE,,,4900,Technical Glitch
7717853,2010-03-03 11:41:00,1595,2429,21.61,Online Transaction,18563,ONLINE,,,4121,Bad CVV
7717860,2010-03-03 11:43:00,386,3673,50.9,Online Transaction,51397,ONLINE,,,5651,Bad Card Number
7718275,2010-03-03 13:04:00,1041,2500,94.9,Swipe Transaction,48919,Appling,GA,30802.0,5311,Insufficient Balance
7718406,2010-03-03 13:33:00,1520,2956,1.09,Swipe Transaction,14528,San Francisco,CA,94112.0,5499,Bad PIN
7718481,2010-03-03 13:49:00,1918,3898,93.0,Swipe Transaction,59935,Auburn,AL,36832.0,5499,Insufficient Balance
7718527,2010-03-03 14:00:00,1138,2122,46.25,Online Transaction,39021,ONLINE,,,4784,Bad CVV
7718533,2010-03-03 14:02:00,490,5133,69.38,Swipe Transaction,18215,San Antonio,TX,78260.0,5719,Insufficient Balance
7718564,2010-03-03 14:10:00,442,2117,64.0,Swipe Transaction,59935,Hartford,CT,6105.0,5499,Insufficient Balance
7718636,2010-03-03 14:23:00,1224,3874,-75.0,Swipe Transaction,59935,Capitol Heights,MD,20743.0,5499,Insufficient Balance
7718672,2010-03-03 14:29:00,1888,1017,38.98,Swipe Transaction,59935,Farmington,MN,55024.0,5499,Bad PIN
7718732,2010-03-03 14:41:00,845,5943,71.68,Swipe Transaction,79606,Fort Walton Beach,FL,32547.0,5300,Insufficient Balance
7718789,2010-03-03 14:53:00,705,5359,209.7,Swipe Transaction,51300,Loxley,AL,36551.0,3359,Insufficient Balance
7718894,2010-03-03 15:16:00,1571,2487,55.61,Swipe Transaction,66010,Hendersonville,TN,37075.0,7538,Technical Glitch
7719023,2010-03-03 15:42:00,1985,4085,3.59,Swipe Transaction,83272,Alpharetta,GA,30022.0,5300,Insufficient Balance
7719083,2010-03-03 15:56:00,1648,2166,73.86,Swipe Transaction,36934,Morris Plains,NJ,7950.0,7538,Insufficient Balance
7719090,2010-03-03 15:59:00,14,2164,1.78,Swipe Transaction,68751,Honolulu,HI,96816.0,5651,Technical Glitch
7719124,2010-03-03 16:05:00,1964,2508,132.63,Swipe Transaction,54850,Creedmoor,NC,27522.0,4814,Insufficient Balance
7719316,2010-03-03 16:48:00,428,3842,140.0,Swipe Transaction,27092,Berlin,NH,3570.0,4829,Insufficient Balance
7719423,2010-03-03 17:14:00,1341,4098,24.74,Online Transaction,39021,ONLINE,,,4784,Bad CVV
7719451,2010-03-03 17:24:00,1482,1254,14.45,Swipe Transaction,48919,Marietta,GA,30008.0,5311,Bad PIN
7719477,2010-03-03 17:32:00,1344,1027,33.99,Swipe Transaction,46537,Sterling Heights,MI,48313.0,5812,Bad PIN
7719614,2010-03-03 18:42:00,1096,3012,106.22,Swipe Transaction,41523,Richardson,TX,75080.0,3387,Insufficient Balance
7719628,2010-03-03 18:50:00,909,4663,13.68,Swipe Transaction,59935,Olympia,WA,98516.0,5499,Bad PIN
7719641,2010-03-03 18:55:00,94,2890,21.42,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
7719652,2010-03-03 19:00:00,456,4576,52.82,Online Transaction,50404,ONLINE,,,4784,Bad Expiration
7719741,2010-03-03 19:40:00,1733,5013,80.0,Swipe Transaction,27092,Barbourville,KY,40906.0,4829,Bad PIN
7719820,2010-03-03 20:18:00,1549,146,36.2,Swipe Transaction,82495,Houston,TX,77096.0,7230,Insufficient Balance
7719895,2010-03-03 20:55:00,1145,5444,14.14,Online Transaction,18563,ONLINE,,,4121,Bad Card Number
7719902,2010-03-03 20:58:00,1058,4102,66.29,Swipe Transaction,92883,Christiana,TN,37037.0,5812,Insufficient Balance
7719954,2010-03-03 21:28:00,241,3921,58.2,Swipe Transaction,92883,Rockingham,NC,28379.0,5812,Insufficient Balance
7720011,2010-03-03 22:02:00,576,5400,180.0,Swipe Transaction,27092,Columbia,TN,38401.0,4829,Insufficient Balance
7720039,2010-03-03 22:18:00,1523,2262,1.61,Online Transaction,16798,ONLINE,,,4121,Bad CVV
7720115,2010-03-03 22:58:00,984,2796,1.42,Swipe Transaction,86438,Kissimmee,FL,34746.0,5499,Bad PIN
7720201,2010-03-04 00:53:00,114,3398,79.0,Swipe Transaction,61195,North Hollywood,CA,91606.0,5541,Insufficient Balance
7720286,2010-03-04 03:01:00,822,5424,51.02,Online Transaction,81759,ONLINE,,,7349,Bad CVV
7720307,2010-03-04 03:39:00,280,2959,111.74,Swipe Transaction,72887,Richmond,CA,94805.0,7922,Insufficient Balance
7720308,2010-03-04 03:39:00,1686,2999,149.74,Swipe Transaction,48919,Louisville,CO,80027.0,5311,Insufficient Balance
7720325,2010-03-04 04:05:00,363,5555,34.72,Swipe Transaction,28480,Seminole,FL,33777.0,5813,Technical Glitch
7720672,2010-03-04 07:06:00,954,2220,80.0,Swipe Transaction,27092,Riverside,CA,92508.0,4829,Insufficient Balance
7720934,2010-03-04 08:01:00,1127,3869,81.85,Swipe Transaction,60569,Naples,FL,34119.0,5300,Insufficient Balance
7720974,2010-03-04 08:09:00,1488,1098,25.51,Swipe Transaction,94651,Eastlake,OH,44095.0,5912,Bad PIN
7721005,2010-03-04 08:14:00,667,1194,3.69,Swipe Transaction,62772,Durham,NC,27713.0,5411,Insufficient Balance
7721130,2010-03-04 08:37:00,1006,4723,-100.0,Swipe Transaction,43293,Hobart,IN,46342.0,5499,Bad PIN
7721279,2010-03-04 09:05:00,1873,4110,59.0,Swipe Transaction,68671,El Paso,TX,79902.0,5541,Insufficient Balance
7721395,2010-03-04 09:28:00,199,1031,156.02,Swipe Transaction,53310,Allen,TX,75002.0,8099,Insufficient Balance
7721522,2010-03-04 09:58:00,1645,1047,4.19,Swipe Transaction,64106,Rocky River,OH,44116.0,5812,Bad PIN
7721752,2010-03-04 10:43:00,1849,5904,62.1,Swipe Transaction,22204,Tacoma,WA,98465.0,5541,Insufficient Balance
7721792,2010-03-04 10:52:00,751,5552,164.88,Swipe Transaction,14532,Gunter,TX,75058.0,5411,Insufficient Balance
7721990,2010-03-04 11:31:00,1081,3892,-53.0,Swipe Transaction,22204,Aurora,CO,80013.0,5541,Insufficient Balance
7722092,2010-03-04 11:52:00,126,5497,52.51,Swipe Transaction,86616,Little Rock,AR,72209.0,4814,Insufficient Balance
7722136,2010-03-04 12:02:00,1127,4641,31.09,Online Transaction,50404,ONLINE,,,4784,Bad Card Number
7722151,2010-03-04 12:06:00,127,988,9.03,Swipe Transaction,26629,Luverne,AL,36049.0,5912,Insufficient Balance
7722215,2010-03-04 12:19:00,1623,5142,-58.0,Swipe Transaction,43293,Fort Thomas,KY,41075.0,5499,Insufficient Balance
7722227,2010-03-04 12:21:00,79,2931,66.0,Swipe Transaction,59935,Navarre,FL,32566.0,5499,Bad PIN
7722293,2010-03-04 12:33:00,1295,3318,56.66,Swipe Transaction,60569,Caledonia,MN,55921.0,5300,Insufficient Balance
7722324,2010-03-04 12:39:00,1613,5519,83.41,Swipe Transaction,66118,Belgrade,ME,4917.0,5912,Insufficient Balance
7722394,2010-03-04 12:53:00,1825,4182,92.24,Swipe Transaction,17598,Nashville,TN,37221.0,4900,Insufficient Balance
7722554,2010-03-04 13:20:00,1971,4566,74.8,Swipe Transaction,61195,Oswego,NY,13126.0,5541,Bad PIN
7722570,2010-03-04 13:24:00,1758,2154,59.41,Swipe Transaction,12067,Jackson,MS,39213.0,5411,Insufficient Balance
7722623,2010-03-04 13:34:00,598,32,23.27,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
7722653,2010-03-04 13:41:00,858,13,-54.0,Swipe Transaction,5248,Georgetown,TX,78633.0,5499,Insufficient Balance
7722843,2010-03-04 14:26:00,1224,2412,-66.0,Swipe Transaction,50867,College Park,MD,20740.0,5541,Insufficient Balance
7722846,2010-03-04 14:26:00,1324,5889,63.7,Swipe Transaction,70903,Miami,FL,33193.0,4111,Bad PIN
7722899,2010-03-04 14:37:00,3,2157,55.81,Swipe Transaction,61195,Wichita Falls,TX,76301.0,5541,Insufficient Balance
7723035,2010-03-04 15:11:00,1303,4226,78.98,Swipe Transaction,62511,Strongsville,OH,44149.0,7538,Technical Glitch
7723050,2010-03-04 15:15:00,432,1146,61.53,Swipe Transaction,22798,Newland,NC,28657.0,5300,"Insufficient Balance,Technical Glitch"
7723089,2010-03-04 15:22:00,1243,3884,83.98,Swipe Transaction,60569,Etters,PA,17319.0,5300,Insufficient Balance
7723098,2010-03-04 15:24:00,909,4663,24.4,Swipe Transaction,56431,Olympia,WA,98516.0,5541,Insufficient Balance
7723114,2010-03-04 15:29:00,909,4663,24.4,Swipe Transaction,56431,Olympia,WA,98516.0,5541,Insufficient Balance
7723277,2010-03-04 16:07:00,1274,2905,12.4,Swipe Transaction,86959,Warwick,RI,2886.0,5311,Technical Glitch
7723315,2010-03-04 16:17:00,1123,3010,67.77,Swipe Transaction,61195,Laurel Hill,NC,28351.0,5541,Insufficient Balance
7723402,2010-03-04 16:36:00,1843,249,46.04,Swipe Transaction,81833,Dwight,IL,60420.0,5912,Bad PIN
7723440,2010-03-04 16:46:00,990,5038,47.15,Swipe Transaction,44578,Gheens,LA,70355.0,5812,Insufficient Balance
7723599,2010-03-04 17:39:00,1452,3801,-89.0,Swipe Transaction,22204,Denver,PA,17517.0,5541,Technical Glitch
7723653,2010-03-04 18:07:00,614,4753,34.1,Swipe Transaction,83915,Concord,NC,28025.0,7832,Insufficient Balance
7723677,2010-03-04 18:18:00,1302,5464,72.61,Swipe Transaction,50867,Jefferson,NC,28640.0,5541,Insufficient Balance
7723793,2010-03-04 19:07:00,231,4221,-90.0,Swipe Transaction,59935,Fayetteville,NC,28314.0,5499,Insufficient Balance
7723813,2010-03-04 19:15:00,870,1039,189.27,Online Transaction,73186,ONLINE,,,4814,Technical Glitch
7723845,2010-03-04 19:30:00,1053,2900,139.25,Swipe Transaction,79006,Oviedo,FL,32765.0,5651,Insufficient Balance
7723884,2010-03-04 19:47:00,293,4260,3.06,Swipe Transaction,81833,Norman,OK,73071.0,5912,Technical Glitch
7724037,2010-03-04 21:13:00,1859,2241,91.0,Swipe Transaction,43293,Monroe,NY,10950.0,5499,Insufficient Balance
7724063,2010-03-04 21:27:00,1317,5790,47.04,Swipe Transaction,25664,Pleasantville,NJ,8232.0,4900,Bad PIN
7724089,2010-03-04 21:36:00,884,2237,2.84,Swipe Transaction,30533,Grand Rapids,MI,49534.0,5812,Insufficient Balance
7724160,2010-03-04 22:08:00,754,3787,92.16,Swipe Transaction,81833,Myrtle Beach,SC,29579.0,5912,Insufficient Balance
7724336,2010-03-04 23:59:00,655,4134,116.94,Swipe Transaction,3558,Chino Hills,CA,91709.0,3640,Insufficient Balance
7724439,2010-03-05 02:39:00,1998,2160,1.45,Swipe Transaction,20561,Burlingame,CA,94010.0,5912,Insufficient Balance
7724617,2010-03-05 06:22:00,825,42,118.08,Swipe Transaction,69374,La Verne,CA,91750.0,5300,Technical Glitch
7724630,2010-03-05 06:28:00,1564,4240,93.57,Swipe Transaction,50783,Amarillo,TX,79110.0,5411,Insufficient Balance
7724756,2010-03-05 07:04:00,1378,2921,126.91,Swipe Transaction,54850,Algoma,WI,54201.0,4814,Insufficient Balance
7724820,2010-03-05 07:23:00,954,2220,80.0,Swipe Transaction,27092,Riverside,CA,92508.0,4829,Insufficient Balance
7724991,2010-03-05 08:04:00,474,2218,0.41,Swipe Transaction,22204,Quincy,MA,2169.0,5541,Bad PIN
7724997,2010-03-05 08:04:00,1591,2847,86.0,Swipe Transaction,61195,Camano Island,WA,98282.0,5541,Technical Glitch
7725031,2010-03-05 08:14:00,1253,3841,71.65,Swipe Transaction,10106,Beacon Falls,CT,6403.0,5411,Bad PIN
7725129,2010-03-05 08:42:00,702,2258,160.0,Swipe Transaction,27092,Wantagh,NY,11793.0,4829,Insufficient Balance
7725197,2010-03-05 09:03:00,1324,5889,101.9,Swipe Transaction,60569,Arcadia,FL,34266.0,5300,Insufficient Balance
7725373,2010-03-05 09:49:00,349,2520,90.05,Swipe Transaction,950,Port au Prince,Haiti,,5651,Insufficient Balance
7725388,2010-03-05 09:51:00,1772,56,6.12,Swipe Transaction,57072,Corona,CA,92879.0,5812,Bad PIN
7725420,2010-03-05 10:01:00,1797,1127,40.37,Swipe Transaction,21107,San Leandro,CA,94577.0,5813,Bad PIN
7725457,2010-03-05 10:11:00,597,3414,160.0,Swipe Transaction,27092,Brownstown,IN,47220.0,4829,Bad PIN
7725500,2010-03-05 10:23:00,1497,3655,3.89,Swipe Transaction,24150,Addison,IL,60101.0,5411,Insufficient Balance
7725520,2010-03-05 10:29:00,1459,3383,64.0,Swipe Transaction,50867,Albuquerque,NM,87121.0,5541,Insufficient Balance
7725769,2010-03-05 11:26:00,1515,5558,69.3,Swipe Transaction,92059,Lebanon,PA,17042.0,7995,Insufficient Balance
7725788,2010-03-05 11:32:00,1543,4687,129.12,Swipe Transaction,32175,Sherman Oaks,CA,91403.0,7538,Insufficient Balance
7725816,2010-03-05 11:38:00,1190,5358,27.46,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
7725875,2010-03-05 11:49:00,1198,2804,13.38,Online Transaction,85247,ONLINE,,,5815,Insufficient Balance
7725955,2010-03-05 12:07:00,947,2620,100.0,Swipe Transaction,72351,Brooklyn,NY,11232.0,5541,Insufficient Balance
7726037,2010-03-05 12:26:00,592,3659,13.91,Swipe Transaction,76199,Hendersonville,NC,28792.0,5813,Technical Glitch
7726046,2010-03-05 12:27:00,261,30,80.0,Swipe Transaction,27092,North Las Vegas,NV,89032.0,4829,Insufficient Balance
7726070,2010-03-05 12:32:00,242,1229,60.0,Swipe Transaction,27092,Littleton,MA,1460.0,4829,Insufficient Balance
7726130,2010-03-05 12:48:00,449,2225,5.7,Swipe Transaction,22204,Newton,NC,28658.0,5541,Bad PIN
7726142,2010-03-05 12:50:00,1121,5817,72.0,Swipe Transaction,43293,Charleston,SC,29492.0,5499,Bad PIN
7726235,2010-03-05 13:07:00,1880,2014,85.0,Swipe Transaction,22204,Americus,GA,31709.0,5541,Insufficient Balance
7726247,2010-03-05 13:10:00,1813,4638,86.05,Swipe Transaction,17422,Thompsons Station,TN,37179.0,5912,Insufficient Balance
7726281,2010-03-05 13:18:00,1837,259,48.07,Swipe Transaction,60569,Los Angeles,CA,90002.0,5300,Insufficient Balance
7726308,2010-03-05 13:24:00,176,2603,52.24,Swipe Transaction,46284,Atlanta,GA,30318.0,5411,Technical Glitch
7726373,2010-03-05 13:33:00,820,127,41.2,Swipe Transaction,19964,West Barnstable,MA,2668.0,5311,Technical Glitch
7726438,2010-03-05 13:47:00,890,5799,-85.0,Swipe Transaction,59935,Fullerton,CA,92831.0,5499,Insufficient Balance
7726448,2010-03-05 13:50:00,570,5897,90.05,Swipe Transaction,81833,Gainesville,GA,30504.0,5912,Bad PIN
7726516,2010-03-05 14:05:00,1815,4582,33.52,Swipe Transaction,86410,Providence,RI,2905.0,5211,Insufficient Balance
7726529,2010-03-05 14:08:00,220,2242,69.38,Swipe Transaction,13646,Novato,CA,94947.0,7538,Insufficient Balance
7726564,2010-03-05 14:17:00,1300,156,22.88,Swipe Transaction,31893,El Dorado,AR,71730.0,5311,Insufficient Balance
7726630,2010-03-05 14:37:00,450,5176,97.82,Swipe Transaction,41260,Newport News,VA,23605.0,5541,Insufficient Balance
7726656,2010-03-05 14:46:00,112,1134,52.93,Online Transaction,39021,ONLINE,,,4784,Technical Glitch
7726717,2010-03-05 15:00:00,363,5364,120.0,Swipe Transaction,27092,Lakeland,FL,33810.0,4829,Insufficient Balance
7726812,2010-03-05 15:26:00,1121,5817,22.64,Swipe Transaction,15487,Charleston,SC,29492.0,5411,Insufficient Balance
7727034,2010-03-05 16:18:00,1435,4294,123.82,Swipe Transaction,58962,Alpharetta,GA,30004.0,5912,Insufficient Balance
7727055,2010-03-05 16:22:00,1664,5147,140.0,Swipe Transaction,27092,Ann Arbor,MI,48103.0,4829,Insufficient Balance
7727159,2010-03-05 16:48:00,1413,2255,16.02,Swipe Transaction,28965,Unionville,IN,47468.0,5411,Bad PIN
7727286,2010-03-05 17:37:00,1224,5971,78.77,Swipe Transaction,87625,College Park,MD,20740.0,5812,Insufficient Balance
7727338,2010-03-05 17:58:00,1018,5970,49.56,Swipe Transaction,45926,East Palatka,FL,32131.0,5814,Insufficient Balance
